datetime,close,volume,tweet_count,tweet_weighted_count,tweet_weighted_happy,tweet_weighted_sad,label
2013-08-08 15:03:00+00:00,32.414,251614,3,31.794,26.688,0,0.03
2013-08-08 15:04:00+00:00,32.4436,281646,2,19.277,19.27,0,0.00
2013-08-08 15:05:00+00:00,32.4238,282279,3,167.216,19.872,0,0.05
2013-08-08 15:06:00+00:00,32.414,386338,4,47.498,36.391,11.101,0.07
2013-08-08 15:07:00+00:00,32.4436,243533,0,0,0,0,0.08
2013-08-08 15:08:00+00:00,32.4534,179753,1,27.06,0,27.056,0.06
2013-08-08 15:09:00+00:00,32.4436,151892,1,132.22,132.213,0,0.08
2013-08-08 15:10:00+00:00,32.4928,308337,1,16.16,0,16.156,0.00
2013-08-08 15:11:00+00:00,32.5125,481647,5,147.51,147.503,0,-0.03
2013-08-08 15:12:00+00:00,32.4928,399503,6,242.083,204.593,0,-0.03
2013-08-08 15:13:00+00:00,32.4436,196366,3,64.29,0,27.368,-0.02
2013-08-08 15:14:00+00:00,32.4436,415335,2,327.37,306.675,0,-0.03
2013-08-08 15:15:00+00:00,32.4731,228041,0,0,0,0,-0.06
2013-08-08 15:16:00+00:00,32.483,165417,3,114.088,98.302,0,-0.09
2013-08-08 15:17:00+00:00,32.5224,141586,2,61.072,61.066,0,-0.10
2013-08-08 15:18:00+00:00,32.5125,122628,4,212.275,212.269,0,-0.10
2013-08-08 15:19:00+00:00,32.5224,547552,5,145.369,115.706,9.056,-0.10
2013-08-08 15:20:00+00:00,32.4928,374849,3,26.901,4.12,0,-0.10
2013-08-08 15:21:00+00:00,32.483,141361,3,21.395,0.997,0,-0.10
2013-08-08 15:22:00+00:00,32.4633,210987,3,45.476,0,29.598,-0.10
2013-08-08 15:23:00+00:00,32.4238,180313,1,4.004,3.997,0,-0.05
2013-08-08 15:24:00+00:00,32.414,270800,3,54.747,22.558,0,-0.02
2013-08-08 15:25:00+00:00,32.414,183048,1,27.699,27.692,0,-0.02
2013-08-08 15:26:00+00:00,32.3942,208709,2,278.622,229.871,0,0.00
2013-08-08 15:27:00+00:00,32.3844,134870,3,71.335,32.598,0,0.00
2013-08-08 15:28:00+00:00,32.3844,71159.9,3,138.392,89.535,25.061,0.00
2013-08-08 15:29:00+00:00,32.4041,111207,3,228.397,89.541,19.495,-0.07
2013-08-08 15:30:00+00:00,32.3844,179487,3,67.659,51.498,16.157,-0.02
2013-08-08 15:31:00+00:00,32.3844,312896,2,250.662,250.656,0.002,-0.04
2013-08-08 15:32:00+00:00,32.3647,207685,1,229.877,229.871,0.002,-0.07
2013-08-08 15:33:00+00:00,32.3746,170182,3,62.265,37.948,0.002,-0.08
2013-08-08 15:34:00+00:00,32.3942,133003,2,7.239,0,7.238,-0.10
2013-08-08 15:35:00+00:00,32.3942,80073.9,2,202.174,167.89,34.28,-0.10
2013-08-08 15:36:00+00:00,32.3942,48662.3,2,82.129,15.064,0.002,-0.10
2013-08-08 15:37:00+00:00,32.3844,202985,0,0,0,0,-0.10
2013-08-08 15:38:00+00:00,32.3844,250893,1,7.94,0,0.002,-0.10
2013-08-08 15:39:00+00:00,32.3352,142275,3,48.739,34.275,0.002,-0.10
2013-08-08 15:40:00+00:00,32.3647,181321,1,23.793,0,0.002,-0.10
2013-08-08 15:41:00+00:00,32.345,229789,1,41.039,41.034,0.002,-0.10
2013-08-08 15:42:00+00:00,32.2957,109932,0,0,0,0,-0.04
2013-08-08 15:43:00+00:00,32.2957,84353.8,0,0,0,0,-0.04
2013-08-08 15:44:00+00:00,32.2662,118253,0,0,0,0,-0.02
2013-08-08 15:45:00+00:00,32.2366,224363,5,241.182,0,0.002,0.05
2013-08-08 15:46:00+00:00,32.1971,228993,0,0,0,0,0.10
2013-08-08 15:47:00+00:00,32.2464,143813,2,102.035,12.487,0.002,0.03
2013-08-08 15:48:00+00:00,32.2366,103821,3,65.711,0,24.312,0.02
2013-08-08 15:49:00+00:00,32.2366,87816,1,51.732,0,51.732,0.04
2013-08-08 15:50:00+00:00,32.2563,56274.5,0,0,0,0,0.04
2013-08-08 15:51:00+00:00,32.2563,33349.7,0,0,0,0,0.04
2013-08-08 15:52:00+00:00,32.2563,35953.3,2,67.525,63.778,0.002,0.10
2013-08-08 15:53:00+00:00,32.2563,95621.9,0,0,0,0,0.10
2013-08-08 15:54:00+00:00,32.2464,122601,0,0,0,0,0.10
2013-08-08 15:55:00+00:00,32.2858,131979,1,854.278,0,854.278,0.10
2013-08-08 15:56:00+00:00,32.2957,130589,3,45.47,43.733,1.734,0.10
2013-08-08 15:57:00+00:00,32.276,91022.4,0,0,0,0,0.10
2013-08-08 15:58:00+00:00,32.2563,87528.8,1,19.211,0,19.211,0.10
2013-08-08 15:59:00+00:00,32.276,91007.2,0,0,0,0,0.10
2013-08-08 16:00:00+00:00,32.2957,95205.9,2,302.837,287.568,15.266,0.10
2013-08-08 16:01:00+00:00,32.2957,101068,8,1752.323,1335.934,395.941,0.10
2013-08-08 16:02:00+00:00,32.3548,193898,2,85.712,0,12.452,0.08
2013-08-08 16:03:00+00:00,32.3942,108589,1,7.282,0,7.282,0.06
2013-08-08 16:04:00+00:00,32.414,102586,5,454.429,368.117,86.309,0.09
2013-08-08 16:05:00+00:00,32.4436,83593.9,4,60.132,43.693,16.436,0.10
2013-08-08 16:06:00+00:00,32.4238,89163.5,1,30.449,0,30.449,0.10
2013-08-08 16:07:00+00:00,32.4238,103481,2,84.479,84.473,0.002,0.10
2013-08-08 16:08:00+00:00,32.4238,99109.4,4,41.795,25.914,7.939,0.10
2013-08-08 16:09:00+00:00,32.4041,90501.8,1,16.066,0,0.002,0.10
2013-08-08 16:10:00+00:00,32.4041,192204,2,93.062,36.301,56.756,0.10
2013-08-08 16:11:00+00:00,32.4041,110390,2,330.011,0,0.002,0.10
2013-08-08 16:12:00+00:00,32.4337,28480.2,0,0,0,0,0.10
2013-08-08 16:13:00+00:00,32.4534,148628,1,484.581,484.575,0.002,0.10
2013-08-08 16:14:00+00:00,32.5027,366941,3,70.125,0,70.124,0.03
2013-08-08 16:15:00+00:00,32.5619,289028,1,13.307,0,0.002,-0.04
2013-08-08 16:16:00+00:00,32.5619,139317,9,140.761,55.233,0.002,-0.03
2013-08-08 16:17:00+00:00,32.5323,41954.2,2,6.362,6.356,0.002,0.01
2013-08-08 16:18:00+00:00,32.5421,62964.3,3,234.02,0,23.603,0.00
2013-08-08 16:19:00+00:00,32.5224,91937.6,1,195.551,0,0.002,0.01
2013-08-08 16:20:00+00:00,32.5519,92343.5,0,0,0,0,-0.01
2013-08-08 16:21:00+00:00,32.5323,78276.9,1,8.891,8.885,0.002,0.00
2013-08-08 16:22:00+00:00,32.5519,44971.9,0,0,0,0,-0.03
2013-08-08 16:23:00+00:00,32.5421,42010,2,95.543,95.537,0.002,0.01
2013-08-08 16:24:00+00:00,32.5323,39093.9,2,1321.092,0,0.002,0.03
2013-08-08 16:25:00+00:00,32.5224,95693,4,1375.302,63.913,0.002,0.03
2013-08-08 16:26:00+00:00,32.5323,81597,4,260.766,23.597,166.221,0.02
2013-08-08 16:27:00+00:00,32.5421,56832.6,3,503.529,0,483.806,-0.03
2013-08-08 16:28:00+00:00,32.5421,117615,2,93.727,0,3.002,-0.05
2013-08-08 16:29:00+00:00,32.5323,163897,1,470.281,470.275,0.002,-0.02
2013-08-08 16:30:00+00:00,32.5421,82986,4,121.428,20.368,29.464,0.01
2013-08-08 16:31:00+00:00,32.5323,70103.7,2,1828.906,1828.9,0.002,0.01
2013-08-08 16:32:00+00:00,32.5224,152938,5,146.054,19.618,11.565,0.02
2013-08-08 16:33:00+00:00,32.5519,93311.5,4,564.829,4.997,486.603,0.02
2013-08-08 16:34:00+00:00,32.5619,91646.4,3,85.893,25.057,33.229,0.01
2013-08-08 16:35:00+00:00,32.5519,157582,5,1343.969,39.027,0.003,0.00
2013-08-08 16:36:00+00:00,32.5519,147734,0,0,0,0,0.00
2013-08-08 16:37:00+00:00,32.5125,196056,2,24.296,24.291,0.003,0.04
2013-08-08 16:38:00+00:00,32.4928,203441,1,40.164,40.159,0.003,0.05
2013-08-08 16:39:00+00:00,32.5125,147872,1,1298.437,0,0.003,0.00
2013-08-08 16:40:00+00:00,32.5519,91135,4,1325.561,13.525,1305.789,-0.04
2013-08-08 16:41:00+00:00,32.5421,70220.3,2,28.103,22.713,0.003,-0.02
2013-08-08 16:42:00+00:00,32.5421,69659.2,1,6.858,6.853,0.003,-0.03
2013-08-08 16:43:00+00:00,32.5717,83397,1,24.313,0,24.313,-0.06
2013-08-08 16:44:00+00:00,32.5717,86634.9,5,152.252,75.222,0.003,-0.08
2013-08-08 16:45:00+00:00,32.5519,117715,0,0,0,0,-0.05
2013-08-08 16:46:00+00:00,32.5519,94826.5,2,42.99,32.168,10.82,-0.04
2013-08-08 16:47:00+00:00,32.5519,37166.9,1,6.635,0,6.637,-0.06
2013-08-08 16:48:00+00:00,32.5421,99593.4,1,102.242,102.237,0.004,-0.05
2013-08-08 16:49:00+00:00,32.5125,101918,0,0,0,0,0.00
2013-08-08 16:50:00+00:00,32.5125,81409.3,2,1394.121,0,95.66,0.00
2013-08-08 16:51:00+00:00,32.5224,75017.8,1,5.002,0,5.004,-0.01
2013-08-08 16:52:00+00:00,32.5125,46833.8,2,659.64,659.635,0.004,0.04
2013-08-08 16:53:00+00:00,32.5125,59890.8,2,23.485,12.122,0.004,0.02
2013-08-08 16:54:00+00:00,32.4928,81605.1,2,97.174,55.684,41.489,0.06
2013-08-08 16:55:00+00:00,32.5027,55977.1,3,684.749,684.744,0.004,0.06
2013-08-08 16:56:00+00:00,32.5125,97869.4,3,1431.87,4.24,0.004,0.04
2013-08-08 16:57:00+00:00,32.4928,59330.7,4,1796.475,1791.57,0.004,0.03
2013-08-08 16:58:00+00:00,32.4928,47205.2,1,1298.486,0,1298.487,0.03
2013-08-08 16:59:00+00:00,32.5125,98747.2,3,2603.222,2603.216,0.004,-0.01
2013-08-08 17:00:00+00:00,32.5125,86569.9,2,95.149,0,17.15,-0.01
2013-08-08 17:01:00+00:00,32.5125,120912,3,284.925,212.725,0.004,-0.02
2013-08-08 17:02:00+00:00,32.5519,89667.8,3,62.691,62.685,0.004,-0.08
2013-08-08 17:03:00+00:00,32.5323,78546.8,8,698.428,643.825,0.004,-0.07
2013-08-08 17:04:00+00:00,32.5519,72219.3,4,619.481,48.288,40.686,-0.10
2013-08-08 17:05:00+00:00,32.5619,60013.6,4,66.004,0,45.993,-0.10
2013-08-08 17:06:00+00:00,32.5519,62052.1,2,359.134,19.947,0.004,-0.06
2013-08-08 17:07:00+00:00,32.5224,57967,2,54.678,0,0.004,-0.02
2013-08-08 17:08:00+00:00,32.5224,80943.5,4,419.19,0,2.832,-0.03
2013-08-08 17:09:00+00:00,32.5027,62776.6,4,48.94,2.997,3.166,-0.01
2013-08-08 17:10:00+00:00,32.5027,70154.3,1,47.617,0,47.617,-0.02
2013-08-08 17:11:00+00:00,32.4928,117939,2,56.891,9.271,47.617,-0.01
2013-08-08 17:12:00+00:00,32.4731,130555,4,603.092,504.387,0.004,0.02
2013-08-08 17:13:00+00:00,32.4633,55063,1,19.214,0,19.213,0.03
2013-08-08 17:14:00+00:00,32.4534,30912.4,0,0,0,0,0.06
2013-08-08 17:15:00+00:00,32.483,30195,5,28.673,8.599,6.168,0.01
2013-08-08 17:16:00+00:00,32.4928,53771.2,0,0,0,0,0.01
2013-08-08 17:17:00+00:00,32.5027,37192.2,1,7.815,0,7.814,0.00
2013-08-08 17:18:00+00:00,32.4928,12453.2,1,39.043,0,0.004,-0.01
2013-08-08 17:19:00+00:00,32.4928,107469,1,16.406,0,16.405,0.01
2013-08-08 17:20:00+00:00,32.483,111139,2,1413.82,1413.813,0.004,0.03
2013-08-08 17:21:00+00:00,32.483,65432,0,0,0,0,0.02
2013-08-08 17:22:00+00:00,32.4928,48660.3,2,157.497,132.873,0.004,0.04
2013-08-08 17:23:00+00:00,32.4928,76996.3,3,1412.766,1388.142,0.004,0.04
2013-08-08 17:24:00+00:00,32.5125,77299.7,2,32.901,0,6.087,0.01
2013-08-08 17:25:00+00:00,32.4928,36291.3,3,64.002,0,0.004,0.03
2013-08-08 17:26:00+00:00,32.5027,14983.9,4,94.223,76.122,10.887,0.02
2013-08-08 17:27:00+00:00,32.5027,52638.8,0,0,0,0,0.01
2013-08-08 17:28:00+00:00,32.483,81852.7,3,585.119,577.238,0.004,0.03
2013-08-08 17:29:00+00:00,32.5027,67344.7,1,157.214,157.207,0.004,0.00
2013-08-08 17:30:00+00:00,32.5125,38841.2,1,64.549,0,0.004,-0.01
2013-08-08 17:31:00+00:00,32.5027,108327,1,197.352,0,0.004,0.00
2013-08-08 17:32:00+00:00,32.5323,183224,1,1298.579,0,0.004,-0.02
2013-08-08 17:33:00+00:00,32.5323,99731.5,4,1324.517,20.364,0.004,-0.03
2013-08-08 17:34:00+00:00,32.5224,68526.8,2,49.316,10.72,0.004,-0.02
2013-08-08 17:35:00+00:00,32.5224,57862.4,3,544.127,490.23,0.004,-0.02
2013-08-08 17:36:00+00:00,32.5224,24559.5,2,28.398,22.822,0.004,-0.01
2013-08-08 17:37:00+00:00,32.5125,14929.1,2,34.382,34.374,0.004,-0.01
2013-08-08 17:38:00+00:00,32.5125,101278,2,549.519,549.511,0.004,0.00
2013-08-08 17:39:00+00:00,32.5027,71123.3,4,1371.53,49.114,0.004,0.01
2013-08-08 17:40:00+00:00,32.5027,22720.8,3,1463.625,157.207,1298.604,0.00
2013-08-08 17:41:00+00:00,32.5027,21948.7,1,45.831,45.823,0.004,-0.02
2013-08-08 17:42:00+00:00,32.5125,19301.4,0,0,0,0,-0.01
2013-08-08 17:43:00+00:00,32.5027,52545.5,0,0,0,0,0.01
2013-08-08 17:44:00+00:00,32.5027,57932.4,2,74.661,0,0.004,-0.10
2013-08-08 17:45:00+00:00,32.5027,38823.9,1,11.538,0,0.004,-0.10
2013-08-08 17:46:00+00:00,32.5125,61512.3,2,105.165,73.25,0.004,-0.10
2013-08-08 17:47:00+00:00,32.5027,53290.3,1,14.463,14.454,0.004,-0.10
2013-08-08 17:48:00+00:00,32.5125,31494.9,0,0,0,0,-0.10
2013-08-08 17:49:00+00:00,32.5125,52034.1,2,429.965,0,0.004,-0.10
2013-08-08 17:50:00+00:00,32.5027,88494.8,2,10.453,10.445,0.004,-0.10
2013-08-08 17:51:00+00:00,32.483,65208.8,3,36.033,36.025,0.004,-0.10
2013-08-08 17:52:00+00:00,32.5027,53520.6,2,151.953,139.375,0.004,-0.10
2013-08-08 17:53:00+00:00,32.5125,36484,0,0,0,0,-0.10
2013-08-09 13:30:00+00:00,32.345,462347,1,18.276,0,0,-0.04
2013-08-09 13:31:00+00:00,32.3154,143941,0,0,0,0,-0.01
2013-08-09 13:32:00+00:00,32.2957,67345.7,2,37.766,8,0,-0.01
2013-08-09 13:33:00+00:00,32.3352,85727.8,2,16.853,8.426,0,-0.02
2013-08-09 13:34:00+00:00,32.3252,63561.9,0,0,0,0,-0.01
2013-08-09 13:35:00+00:00,32.345,83068.2,2,175.129,175.128,0,-0.01
2013-08-09 13:36:00+00:00,32.3352,86233.1,0,0,0,0,0.02
2013-08-09 13:37:00+00:00,32.3352,56585,0,0,0,0,0.02
2013-08-09 13:38:00+00:00,32.3252,81366.6,2,511.818,511.817,0,0.02
2013-08-09 13:39:00+00:00,32.3252,126675,1,21.704,21.703,0,0.01
2013-08-09 13:40:00+00:00,32.3056,145926,0,0,0,0,0.04
2013-08-09 13:41:00+00:00,32.3056,105457,0,0,0,0,0.00
2013-08-09 13:42:00+00:00,32.2858,150071,1,6.634,6.633,0,0.02
2013-08-09 13:43:00+00:00,32.3154,135663,0,0,0,0,-0.01
2013-08-09 13:44:00+00:00,32.3154,97344.9,0,0,0,0,-0.03
2013-08-09 13:45:00+00:00,32.3352,161042,1,9.593,9.592,0,-0.07
2013-08-09 13:46:00+00:00,32.3548,135705,0,0,0,0,-0.09
2013-08-09 13:47:00+00:00,32.3548,111368,0,0,0,0,-0.09
2013-08-09 13:48:00+00:00,32.345,94853.9,1,10.393,10.392,0,-0.08
2013-08-09 13:49:00+00:00,32.3352,57939.6,1,29.766,0,29.766,-0.05
2013-08-09 13:50:00+00:00,32.345,73617.5,0,0,0,0,-0.03
2013-08-09 13:51:00+00:00,32.3056,72146.1,1,8.062,0,8.062,0.02
2013-08-09 13:52:00+00:00,32.3056,52079.8,0,0,0,0,0.00
2013-08-09 13:53:00+00:00,32.3056,64265.1,0,0,0,0,0.00
2013-08-09 13:54:00+00:00,32.2858,60356.6,0,0,0,0,0.01
2013-08-09 13:55:00+00:00,32.2662,101908,1,29.766,0,0,0.02
2013-08-09 13:56:00+00:00,32.2662,118141,1,25.377,25.377,0,-0.02
2013-08-09 13:57:00+00:00,32.2662,53432.4,0,0,0,0,-0.03
2013-08-09 13:58:00+00:00,32.2662,43991.7,1,93.434,0,93.434,-0.05
2013-08-09 13:59:00+00:00,32.2858,62407.2,0,0,0,0,-0.04
2013-08-09 14:00:00+00:00,32.3154,100417,0,0,0,0,-0.08
2013-08-09 14:01:00+00:00,32.3252,101747,0,0,0,0,-0.10
2013-08-09 14:02:00+00:00,32.3056,82129.7,2,69.97,12.961,0,-0.06
2013-08-09 14:03:00+00:00,32.3056,76299.3,1,8.718,8.717,0,-0.04
2013-08-09 14:04:00+00:00,32.2957,80157.1,0,0,0,0,-0.02
2013-08-09 14:05:00+00:00,32.2858,78781.2,1,0,0,0,0.02
2013-08-09 14:06:00+00:00,32.2464,112241,3,34.001,0,0,0.02
2013-08-09 14:07:00+00:00,32.2366,74886.9,1,27.514,0,0,0.04
2013-08-09 14:08:00+00:00,32.2169,78852.2,1,5.831,0,5.831,0.06
2013-08-09 14:09:00+00:00,32.2464,68903.2,1,15.46,0,0,0.02
2013-08-09 14:10:00+00:00,32.2366,62912.5,1,17.72,0,17.72,0.00
2013-08-09 14:11:00+00:00,32.2366,79719.8,1,5.385,0,0,-0.01
2013-08-09 14:12:00+00:00,32.2464,58144.5,0,0,0,0,-0.03
2013-08-09 14:13:00+00:00,32.2662,70824.1,0,0,0,0,-0.04
2013-08-09 14:14:00+00:00,32.276,45387.9,0,0,0,0,-0.02
2013-08-09 14:15:00+00:00,32.3056,60625.4,1,14.56,0,0,-0.04
2013-08-09 14:16:00+00:00,32.2662,84307.2,1,29.766,0,0,-0.01
2013-08-09 14:17:00+00:00,32.276,104614,1,22.826,22.824,0,-0.04
2013-08-09 14:18:00+00:00,32.276,54478.4,2,78.383,78.381,0,-0.05
2013-08-09 14:19:00+00:00,32.2662,75815.2,1,61.636,61.634,0,-0.05
2013-08-09 14:20:00+00:00,32.2366,80373.3,1,30,29.998,0,-0.02
2013-08-09 14:21:00+00:00,32.2267,76313.5,1,58.06,58.058,0,0.01
2013-08-09 14:22:00+00:00,32.2169,23512.3,0,0,0,0,0.02
2013-08-09 14:23:00+00:00,32.2267,32934.7,1,20.224,0,0,0.00
2013-08-09 14:24:00+00:00,32.2563,60717.8,1,10.955,0,0,-0.05
2013-08-09 14:25:00+00:00,32.2662,63369.2,0,0,0,0,-0.10
2013-08-09 14:26:00+00:00,32.2563,65382.3,1,3.163,0,3.162,-0.10
2013-08-09 14:27:00+00:00,32.2366,87051.9,1,102.25,0,0,-0.08
2013-08-09 14:28:00+00:00,32.2267,103350,1,102.25,102.248,0,-0.07
2013-08-09 14:29:00+00:00,32.2169,29495.9,3,117.352,94.833,0,-0.07
2013-08-09 14:30:00+00:00,32.2169,36713.3,0,0,0,0,-0.07
2013-08-09 14:31:00+00:00,32.2366,53863.6,2,26.924,26.921,0,-0.08
2013-08-09 14:32:00+00:00,32.2366,29689.7,0,0,0,0,-0.09
2013-08-09 14:33:00+00:00,32.2267,39668.1,1,7.938,0,0,-0.08
2013-08-09 14:34:00+00:00,32.207,56571.8,0,0,0,0,-0.04
2013-08-09 14:35:00+00:00,32.1676,80085.1,0,0,0,0,0.02
2013-08-09 14:36:00+00:00,32.1381,119391,1,60.192,0,0,0.08
