Datetime	Close	Volume	AAPL-count	AAPL-followers	AAPL-followers happy	AAPL-followers sad	AAPL-happy	AAPL-sad
2013-09-26 14:13:00+00:00	485,356	48886,8	14	334,825	239,861	0,001	11	0
2013-09-26 14:14:00+00:00	484,898	41887,2	5	149,863	118,106	9,111	3	1
2013-09-26 14:15:00+00:00	484,839	35338,2	16	643,197	385,513	27,35	9	1
2013-09-26 14:16:00+00:00	484,779	43062	14	435,704	120,137	21,166	6	1
2013-09-26 14:17:00+00:00	484,978	32366,9	6	146,751	48,629	13,229	2	1
2013-09-26 14:18:00+00:00	484,898	21075,4	1	31,843	0,002	0	0	0
2013-09-26 14:19:00+00:00	485,067	22970,4	7	219,644	141,71	49,786	3	2
2013-09-26 14:20:00+00:00	485,067	31956,5	4	127,343	115,988	0	3	0
2013-09-26 14:21:00+00:00	484,998	24545,5	4	44,446	27,926	16,523	3	1
2013-09-26 14:22:00+00:00	485,167	20968,7	11	335,245	290,842	0	8	0
2013-09-26 14:23:00+00:00	485,127	28290,2	3	53,216	53,218	0	3	0
2013-09-26 14:24:00+00:00	485,236	23253	4	32,365	19,639	12,728	3	1
2013-09-26 14:25:00+00:00	485,306	17070,1	5	57,642	40,156	0	3	0
2013-09-26 14:26:00+00:00	485,306	10579,4	5	266,772	265,042	0	4	0
2013-09-26 14:27:00+00:00	485,028	14358,4	1	3,161	0,001	3,162	0	1
2013-09-26 14:28:00+00:00	484,789	15116,8	5	117,995	83,962	34,035	3	2
2013-09-26 14:29:00+00:00	484,948	10026,2	4	99,394	66,777	32,619	3	1
2013-09-26 14:30:00+00:00	484,729	31007	2	13,96	13,962	0	2	0
2013-09-26 14:31:00+00:00	484,441	30622,8	9	241,252	31,044	0	3	0
2013-09-26 14:32:00+00:00	484,461	30087,7	5	291,489	25,904	34,9	2	1
2013-09-26 14:33:00+00:00	484,193	38213,9	7	148,69	50,993	7,211	2	1
2013-09-26 14:34:00+00:00	484,352	21969,5	10	196,844	40,944	7,211	4	1
2013-09-26 14:35:00+00:00	484,183	21508,9	8	648,982	541,454	34,9	3	1
2013-09-26 14:36:00+00:00	484,103	10395,4	3	71,395	71,396	0	3	0
2013-09-26 14:37:00+00:00	484,153	21970,6	13	1453,312	465,073	0	4	0
2013-09-26 14:38:00+00:00	484,302	23854,5	4	117,095	0,001	2,828	0	1
2013-09-26 14:39:00+00:00	484,292	10507	11	191,134	151,186	2,828	9	1
2013-09-26 14:40:00+00:00	484,272	5997,82	1	41,17	41,172	0	1	0
2013-09-26 14:41:00+00:00	484,332	9443,83	6	197,871	162,987	0	5	0
2013-09-26 14:42:00+00:00	484,262	10681	7	244,107	80,648	21,656	4	1
2013-09-26 14:43:00+00:00	484,123	24039,6	10	413,029	119,255	239,254	5	2
2013-09-26 14:44:00+00:00	483,695	35496,1	10	216,745	122,465	0	6	0
2013-09-26 14:45:00+00:00	483,109	39723,6	3	161,505	104,643	0	1	0
2013-09-26 14:46:00+00:00	482,821	36750,4	1	14,663	14,664	0	1	0
2013-09-26 14:47:00+00:00	483,029	35667,1	9	142,697	63,793	6,782	4	1
2013-09-26 14:48:00+00:00	482,831	26947,4	4	39,726	28,282	11,445	3	1
2013-09-26 14:49:00+00:00	483	19798,9	5	921,633	32,322	889,312	3	2
2013-09-26 14:50:00+00:00	482,84	17257,2	2	1708,854	0,001	-0,001	0	0
2013-09-26 14:51:00+00:00	482,94	22435,2	2	44,752	10,199	-0,001	1	0
2013-09-26 14:52:00+00:00	483,616	36148,9	3	189,113	78,798	18,92	1	1
2013-09-26 14:53:00+00:00	483,278	16124,6	1	19,313	19,314	-0,001	1	0
2013-09-26 14:54:00+00:00	483,079	16646,6	6	108,87	108,871	-0,001	6	0
2013-09-26 14:55:00+00:00	483,238	14696,3	3	85,582	69,772	-0,001	2	0
2013-09-26 14:56:00+00:00	483,069	12789,2	3	55,082	55,084	-0,001	3	0
2013-09-26 14:57:00+00:00	482,98	15836,9	3	177,834	11,182	-0,001	1	0
2013-09-26 14:58:00+00:00	483,049	16929,3	2	23,828	0,002	-0,001	0	0
2013-09-26 14:59:00+00:00	482,84	18751,9	5	80,764	59,028	-0,001	3	0
2013-09-26 15:00:00+00:00	482,433	37784,4	3	25,7	3,743	-0,001	1	0
2013-09-26 15:01:00+00:00	482,154	30955,7	7	384,289	310,833	15,619	4	1
2013-09-26 15:02:00+00:00	482,274	21926,3	1	16,523	0,001	16,521	0	1
2013-09-26 15:03:00+00:00	482,304	26638,7	8	120,948	84,333	9,109	3	1
2013-09-26 15:04:00+00:00	482,751	19701,4	3	50,14	14,934	-0,001	1	0
2013-09-26 15:05:00+00:00	482,373	20868,2	6	726,309	690,722	35,586	4	2
2013-09-26 15:06:00+00:00	482,761	20793,7	2	2,001	2,001	-0,001	2	0
2013-09-26 15:07:00+00:00	482,671	13272,1	5	250,981	233,485	-0,001	3	0
2013-09-26 15:08:00+00:00	482,592	12874,7	6	573,155	455,337	117,817	5	1
2013-09-26 15:09:00+00:00	482,423	12257,2	6	130,854	78,65	20,566	3	1
2013-09-26 15:10:00+00:00	482,264	18560,8	6	345,82	339,416	-0,001	5	0
2013-09-26 15:11:00+00:00	482,224	23376,7	6	91,532	66,317	-0,001	4	0
2013-09-26 15:12:00+00:00	482,135	13660,3	4	266,284	266,284	-0,001	4	0
2013-09-26 15:13:00+00:00	482,174	19140,1	3	26,99	23,828	3,161	2	1
2013-09-26 15:14:00+00:00	482,194	26153,8	6	155,52	34,168	66,074	2	1
2013-09-26 15:15:00+00:00	482,403	13092	3	75,803	51,678	-0,002	2	0
2013-09-26 15:16:00+00:00	482,433	10472,8	3	80,413	23,535	-0,002	2	0
2013-09-26 15:17:00+00:00	482,403	7706,74	1	38,04	38,039	-0,002	1	0
2013-09-26 15:18:00+00:00	482,125	15251,5	5	78,156	65,785	-0,002	3	0
2013-09-26 15:19:00+00:00	482,244	11620,5	2	22,932	13,819	-0,002	1	0
2013-09-26 15:20:00+00:00	482,264	12236	5	117,697	62,425	-0,002	3	0
2013-09-26 15:21:00+00:00	482,443	19904,6	2	16,397	4,689	-0,002	1	0
2013-09-26 15:22:00+00:00	482,294	9972,9	3	45,228	41,761	-0,002	2	0
2013-09-26 15:23:00+00:00	482,393	9344,25	4	118,502	59,491	59,006	3	1
2013-09-26 15:24:00+00:00	482,324	11716	3	36,12	14,369	-0,002	2	0
2013-09-26 15:25:00+00:00	482,353	9653,04	4	71,05	52,319	15,262	2	1
2013-09-26 15:26:00+00:00	482,433	15963,7	5	63,101	34,842	-0,002	2	0
2013-09-26 15:27:00+00:00	482,84	17960,3	2	26,095	10,861	-0,002	1	0
2013-09-26 15:28:00+00:00	482,532	10335	1	55,723	55,721	-0,002	1	0
2013-09-26 15:29:00+00:00	482,671	11218,1	2	30,706	22,044	-0,002	1	0
2013-09-26 15:30:00+00:00	482,751	13394,8	2	20,774	10,048	-0,002	1	0
2013-09-26 15:31:00+00:00	482,801	12323,5	1	8,426	-0,002	-0,002	0	0
2013-09-26 15:32:00+00:00	482,771	8227,77	4	141,724	4,688	17,576	1	1
2013-09-26 15:33:00+00:00	482,771	8073,87	1	10,247	-0,002	-0,002	0	0
2013-09-26 15:34:00+00:00	482,811	11636,6	4	100,871	34,998	-0,002	3	0
2013-09-26 15:35:00+00:00	482,304	17735	5	145,771	64,774	73,312	3	1
2013-09-26 15:36:00+00:00	482,035	20507,1	2	41,316	41,315	-0,002	2	0
2013-09-26 15:37:00+00:00	481,846	26993,7	9	130,355	88,771	-0,002	4	0
2013-09-26 15:38:00+00:00	481,787	29535,5	11	322,379	306,789	-0,002	10	0
2013-09-26 15:39:00+00:00	481,449	45340,2	1	13,82	-0,002	-0,002	0	0
2013-09-26 15:40:00+00:00	481,687	19811	13	321,566	296,331	-0,002	10	0
2013-09-26 15:41:00+00:00	481,856	18937,9	2	35,119	26,285	8,83	1	1
2013-09-26 15:42:00+00:00	482,115	15730,3	1	46,68	-0,002	-0,002	0	0
2013-09-26 15:43:00+00:00	481,926	12386,9	3	71,311	57,818	-0,002	2	0
2013-09-26 15:44:00+00:00	481,926	13277,1	3	69,831	58,427	-0,002	2	0
2013-09-26 15:45:00+00:00	481,876	8675,37	1	23,409	23,407	-0,002	1	0
2013-09-26 15:46:00+00:00	481,976	8274,04	3	35,151	13,036	-0,002	2	0
2013-09-26 15:47:00+00:00	482,005	7196,78	2	59,339	8,83	-0,002	1	0
2013-09-26 15:48:00+00:00	482,115	7003,66	1	2,449	-0,002	-0,002	0	0
2013-09-26 15:49:00+00:00	482,135	11312,7	1	24,596	24,595	-0,002	1	0
2013-09-26 15:50:00+00:00	481,926	16851,8	6	51,434	35,747	-0,002	3	0
2013-09-26 15:51:00+00:00	482,045	7737,92	1	5,196	-0,002	-0,002	0	0
2013-09-26 15:52:00+00:00	481,836	9765,7	2	48,765	48,764	-0,002	2	0
2013-09-26 15:53:00+00:00	482,035	8369,59	1	22,36	-0,002	-0,002	0	0
2013-09-26 15:54:00+00:00	482,005	11542	4	222,247	94,232	-0,002	1	0
2013-09-26 15:55:00+00:00	482,254	15640,8	1	26,664	26,663	-0,002	1	0
2013-09-26 15:56:00+00:00	482,314	8153,33	8	155,996	110,602	4,121	4	1
2013-09-26 15:57:00+00:00	482,184	7533,74	2	33,646	33,645	-0,002	2	0
2013-09-26 15:58:00+00:00	482,324	6336,79	1	3,999	-0,002	-0,002	0	0
2013-09-26 15:59:00+00:00	482,284	9146,1	2	133,643	28,371	-0,002	1	0
2013-09-26 16:00:00+00:00	482,363	11956,4	2	13,165	13,164	-0,002	2	0
2013-09-26 16:01:00+00:00	482,433	9931,66	1	20,542	-0,001	-0,002	0	0
2013-09-26 16:02:00+00:00	482,363	10235,4	1	6,633	-0,001	-0,002	0	0
2013-09-26 16:03:00+00:00	482,234	5012,1	10	297,462	281,799	-0,002	8	0
2013-09-26 16:04:00+00:00	481,985	9652,04	3	171,99	140,652	-0,002	2	0
2013-09-26 16:05:00+00:00	482,164	10200,2	5	149,27	46,104	26,474	3	1
2013-09-26 16:06:00+00:00	482,005	11017	3	62,219	62,217	-0,002	3	0
2013-09-26 16:07:00+00:00	482,095	9471,99	2	56,91	56,908	-0,002	2	0
2013-09-26 16:08:00+00:00	481,966	5916,35	2	8,919	4,794	-0,002	1	0
2013-09-26 16:09:00+00:00	481,946	12245,1	1	31,337	31,335	-0,002	1	0
2013-09-26 16:10:00+00:00	481,946	15665,9	3	33,024	0,998	4,581	1	1
2013-09-26 16:11:00+00:00	481,737	20222,4	4	283,341	229,916	-0,002	3	0
2013-09-26 16:12:00+00:00	481,916	14800,9	5	153,295	140,802	-0,002	4	0
2013-09-26 16:13:00+00:00	481,926	14487,1	1	3,163	3,16	-0,002	1	0
2013-09-26 16:14:00+00:00	482,135	6832,67	1	13,305	13,302	-0,002	1	0
2013-09-26 16:15:00+00:00	482,164	8673,35	7	488,011	453,454	-0,002	6	0
2013-09-26 16:16:00+00:00	482,135	7840,52	3	31,6	13,302	18,294	1	2
2013-09-26 16:17:00+00:00	482,204	8275,04	4	100,956	87,133	13,819	3	1
2013-09-26 16:18:00+00:00	482,015	10893,2	6	79,878	58,173	-0,001	5	0
2013-09-26 16:19:00+00:00	481,876	11525,9	2	8,048	8,045	-0,001	2	0
2013-09-26 16:20:00+00:00	481,896	6448,44	3	32,574	23,914	5,656	1	1
2013-09-26 16:21:00+00:00	481,985	9996,03	2	208,544	-0,003	4,898	0	1
2013-09-26 16:22:00+00:00	482,105	5269,59	1	4,36	4,356	-0,001	1	0
2013-09-26 16:23:00+00:00	482,085	4754,6	0	0,001	-0,003	-0,001	0	0
2013-09-26 16:24:00+00:00	481,966	6868,88	5	106,2	23,117	4,122	3	1
2013-09-26 16:25:00+00:00	482,184	12511,6	0	0,001	-0,003	-0,001	0	0
2013-09-26 16:26:00+00:00	482,174	13396,8	3	58,417	23,47	-0,001	1	0
2013-09-26 16:27:00+00:00	482,284	11869,9	1	18,922	-0,003	18,92	0	1
2013-09-26 16:28:00+00:00	482,463	19346,3	1	41,846	41,842	-0,001	1	0
2013-09-26 16:29:00+00:00	482,562	17320,6	4	373,915	-0,003	4,795	0	1
2013-09-26 16:30:00+00:00	482,811	18628,1	7	575,048	83,418	-0,001	4	0
2013-09-26 16:31:00+00:00	482,791	19515,3	6	90,98	24,817	-0,001	3	0
2013-09-26 16:32:00+00:00	482,771	5831,86	8	139,285	124,282	-0,001	7	0
2013-09-26 16:33:00+00:00	482,9	9947,75	0	0	-0,003	-0,001	0	0
2013-09-26 16:34:00+00:00	482,771	6342,82	3	154,693	134,06	11,09	1	1
2013-09-26 16:35:00+00:00	482,642	5522,06	4	48,989	29,629	9,11	2	1
2013-09-26 16:36:00+00:00	482,701	5871,08	3	33,948	18,946	0	2	0
2013-09-26 16:37:00+00:00	482,721	7607,16	1	5,291	-0,003	0	0	0
2013-09-26 16:38:00+00:00	482,761	6079,29	2	30,995	30,993	0	2	0
2013-09-26 16:39:00+00:00	482,662	4452,85	1	13,453	-0,003	0	0	0
2013-09-26 16:40:00+00:00	482,681	4414,63	1	44,508	-0,003	0	0	0
2013-09-26 16:41:00+00:00	482,642	6191,95	2	11,938	2,825	0	1	0
2013-09-26 16:42:00+00:00	482,572	9842,14	4	94,24	16,091	0	2	0
2013-09-26 16:43:00+00:00	482,483	6621,44	3	46,16	-0,004	0	0	0
2013-09-26 16:44:00+00:00	482,562	5380,24	1	2,999	2,996	0	1	0
2013-09-26 16:45:00+00:00	482,443	3733,68	2	19,65	16,819	0	1	0
2013-09-26 16:46:00+00:00	482,373	8979,13	3	61,018	-0,004	0	0	0
2013-09-26 16:47:00+00:00	482,483	9876,34	2	42,079	-0,004	0	0	0
2013-09-26 16:48:00+00:00	482,443	1889,97	1	10,861	10,859	0	1	0
2013-09-26 16:49:00+00:00	482,433	4108,85	7	581,343	203,915	0	5	0
2013-09-26 16:50:00+00:00	482,433	4688,22	3	54,922	9,324	0	1	0
2013-09-26 16:51:00+00:00	482,522	5091,56	3	31,967	4,12	0	1	0
2013-09-26 16:52:00+00:00	482,473	4515,21	14	308,52	294,376	0	13	0
2013-09-26 16:53:00+00:00	482,542	6306,61	4	33,894	20,551	0	3	0
2013-09-26 16:54:00+00:00	482,542	7385,88	2	68,659	61,658	0	1	0
2013-09-26 16:55:00+00:00	482,552	13162,4	1	33,014	-0,002	0	0	0
2013-09-26 16:56:00+00:00	482,582	9051,55	3	9,659	5,535	0	2	0
2013-09-26 16:57:00+00:00	482,512	4090,75	14	983,416	983,415	0	14	0
2013-09-26 16:58:00+00:00	482,343	4399,54	2	31,455	31,454	0	2	0
2013-09-26 16:59:00+00:00	482,383	3063,79	6	73,782	53,313	9,11	4	1
2013-09-26 17:00:00+00:00	482,363	2514,6	4	118,982	49,088	0	3	0
2013-09-26 17:01:00+00:00	482,304	3537,54	6	107,296	107,294	0	6	0
2013-09-26 17:02:00+00:00	482,244	10385,3	4	131,325	131,323	0	4	0
2013-09-26 17:03:00+00:00	482,095	18246,9	5	41,056	31,463	9,592	4	1
2013-09-26 17:04:00+00:00	482,125	12304,4	12	773,92	753,621	20,298	11	1
2013-09-26 17:05:00+00:00	482,443	20537,2	8	351,527	282,254	7,211	5	1
2013-09-26 17:06:00+00:00	482,761	24719,5	6	1031,002	55,862	975,139	3	3
2013-09-26 17:07:00+00:00	482,93	18324,4	1	9,59	9,588	0	1	0
2013-09-26 17:08:00+00:00	482,741	9731,5	5	129,22	63,749	0	3	0
2013-09-26 17:09:00+00:00	482,741	5999,83	4	87,897	7,276	21,166	1	1
2013-09-26 17:10:00+00:00	482,741	4257,72	1	8,942	-0,004	8,944	0	1
2013-09-26 17:11:00+00:00	482,671	7845,55	3	209,838	106,776	103,06	1	2
2013-09-26 17:12:00+00:00	482,691	7725,85	13	391,771	362,857	16,462	11	1
2013-09-26 17:13:00+00:00	482,711	9380,46	0	-0,002	-0,004	0	0	0
2013-09-26 17:14:00+00:00	482,751	6438,38	2	50,797	-0,004	0	0	0
2013-09-26 17:15:00+00:00	482,811	5800,68	2	72,649	-0,004	22,782	0	1
2013-09-26 17:16:00+00:00	482,771	6052,14	1	4,47	4,468	0	1	0
2013-09-26 17:17:00+00:00	482,602	7546,81	4	210,991	74,015	2,828	2	1
2013-09-26 17:18:00+00:00	482,671	7016,74	6	313,463	109,794	203,666	5	1
2013-09-26 17:19:00+00:00	482,711	7377,83	4	66,258	62,65	0	3	0
2013-09-26 17:20:00+00:00	482,612	3891,59	3	142,045	142,043	0	3	0
2013-09-26 17:21:00+00:00	482,622	2493,48	2	83,739	26,283	57,454	1	1
2013-09-26 17:22:00+00:00	482,592	3051,72	3	208,648	163,802	44,844	2	1
2013-09-26 17:23:00+00:00	482,642	4410,61	4	84,829	84,828	0	4	0
2013-09-26 17:24:00+00:00	482,582	3848,34	7	265,129	189,808	70,222	4	2
2013-09-26 17:25:00+00:00	482,552	4635,91	3	138,537	-0,003	33,893	0	2
2013-09-26 17:26:00+00:00	482,542	7089,16	3	105,469	76,572	0	2	0
2013-09-26 17:27:00+00:00	482,423	3202,59	3	76,043	-0,003	0	0	0
2013-09-26 17:28:00+00:00	482,492	2023,75	7	293,834	23,619	0	3	0
2013-09-26 17:29:00+00:00	482,492	3386,66	4	92,783	29,158	0	2	0
2013-09-26 17:30:00+00:00	482,522	4233,58	5	33,054	19,437	0	2	0
2013-09-26 17:31:00+00:00	482,453	2851,55	2	18,139	9,536	0	1	0
2013-09-26 17:32:00+00:00	482,363	7379,84	1	43,701	43,7	0	1	0
2013-09-26 17:33:00+00:00	482,264	12833,5	0	-0,003	-0,004	0	0	0
2013-09-26 17:34:00+00:00	482,115	11386,1	5	139,902	8,824	121,966	2	2
2013-09-26 17:35:00+00:00	482,154	6905,09	5	231,56	162,732	0	4	0
2013-09-26 17:36:00+00:00	482,145	8026,6	6	141,559	66,561	24,617	3	1
2013-09-26 17:37:00+00:00	482,164	17599,2	3	25,51	10,949	0	1	0
2013-09-26 17:38:00+00:00	481,985	19460	4	79,938	74,739	0	3	0
2013-09-26 17:39:00+00:00	481,757	11902,1	1	57,46	57,458	0	1	0
2013-09-26 17:40:00+00:00	481,826	9695,29	2	56,58	52,454	4,123	1	1
2013-09-26 17:41:00+00:00	481,876	4412,62	4	143,914	114,842	0	3	0
2013-09-26 17:42:00+00:00	481,916	8645,19	2	60,04	9,638	50,398	1	1
2013-09-26 17:43:00+00:00	481,757	30688,2	2	10,537	9,534	0	1	0
2013-09-26 17:44:00+00:00	481,956	32505,7	1	65,694	65,691	0	1	0
2013-09-26 17:45:00+00:00	482,184	19426,8	4	491,595	491,592	0	4	0
2013-09-26 17:46:00+00:00	482,035	14478,1	6	112,622	34,347	0	2	0
2013-09-26 17:47:00+00:00	481,936	9305,02	3	33,368	30,536	2,828	2	1
2013-09-26 17:48:00+00:00	482,055	3821,18	4	109,822	-0,005	37,389	0	1
2013-09-26 17:49:00+00:00	482,055	7268,2	1	3,315	3,312	-0,001	1	0
2013-09-26 17:50:00+00:00	482,025	11165,8	7	392,289	244,156	122,876	3	2
2013-09-26 17:51:00+00:00	481,985	11684,8	3	47,361	16,759	30,598	1	2
2013-09-26 17:52:00+00:00	482,025	14018,4	0	-0,002	-0,004	-0,002	0	0
2013-09-26 17:53:00+00:00	482,085	7053,95	1	4,357	4,355	-0,002	1	0
2013-09-26 17:54:00+00:00	482,055	8079,91	4	262,189	250,996	-0,002	2	0
2013-09-26 17:55:00+00:00	482,145	10176,1	2	26,712	26,71	-0,002	2	0
2013-09-26 17:56:00+00:00	482,164	5927,41	3	243,571	243,569	-0,002	3	0
2013-09-26 17:57:00+00:00	482,095	4656,03	4	43,883	33,732	-0,002	3	0
2013-09-26 17:58:00+00:00	482,055	5892,21	2	43,996	41,757	-0,002	1	0
2013-09-26 17:59:00+00:00	482,035	7645,39	3	43,274	34,161	9,108	2	1
2013-09-26 18:00:00+00:00	481,985	12483,5	4	73,945	73,942	-0,002	4	0
2013-09-26 18:01:00+00:00	481,826	8503,37	4	83,437	37,332	-0,002	2	0
2013-09-26 18:02:00+00:00	481,846	10245,5	2	62,303	30,963	-0,002	1	0
2013-09-26 18:03:00+00:00	481,826	11583,2	4	32,101	32,098	-0,002	4	0
2013-09-26 18:04:00+00:00	481,816	9406,61	6	68,446	65,615	-0,002	5	0
2013-09-26 18:05:00+00:00	481,687	17393	4	96,13	24,141	-0,002	1	0
2013-09-26 18:06:00+00:00	481,807	15604,6	5	49,536	23,057	26,474	4	1
2013-09-26 18:07:00+00:00	481,856	10841,9	6	65,752	27,663	9,108	3	1
2013-09-26 18:08:00+00:00	481,946	13497,4	5	333,18	6,161	-0,002	1	0
2013-09-26 18:09:00+00:00	482,035	16559,1	3	65,008	50,863	-0,002	2	0
2013-09-26 18:10:00+00:00	481,926	17583,1	3	38,947	-0,004	-0,002	0	0
2013-09-26 18:11:00+00:00	481,608	11276,5	1	2,827	2,824	-0,002	1	0
2013-09-26 18:12:00+00:00	481,787	5852,98	0	-0,001	-0,004	-0,002	0	0
2013-09-26 18:13:00+00:00	481,707	2947,11	2	134,146	47,546	-0,002	1	0
2013-09-26 18:14:00+00:00	481,757	3939,87	3	21,593	6,824	-0,002	2	0
2013-09-26 18:15:00+00:00	481,727	4372,38	3	99,138	10,904	-0,002	1	0
2013-09-26 18:16:00+00:00	481,826	4596,69	6	111,284	79,077	-0,002	5	0
2013-09-26 18:17:00+00:00	481,876	4521,25	4	42,328	19,957	-0,002	2	0
2013-09-26 18:18:00+00:00	481,836	4753,6	4	19,741	7,932	-0,002	2	0
2013-09-26 18:19:00+00:00	481,846	6036,04	2	121,107	121,102	-0,002	2	0
2013-09-26 18:20:00+00:00	481,439	12976,3	4	74,778	74,773	-0,002	4	0
2013-09-26 18:21:00+00:00	481,618	17386,9	3	124,723	8,714	104,645	1	1
2013-09-26 18:22:00+00:00	481,478	7368,78	2	69,893	3,602	-0,002	1	0
2013-09-26 18:23:00+00:00	481,528	11563,1	4	107,024	107,02	-0,002	4	0
2013-09-26 18:24:00+00:00	481,538	10780,6	6	63,269	35,703	6,555	3	1
2013-09-26 18:25:00+00:00	481,598	8721,63	0	0	-0,003	-0,002	0	0
2013-09-26 18:26:00+00:00	481,717	8500,35	3	87,212	87,209	-0,002	3	0
2013-09-26 18:27:00+00:00	481,816	8082,93	0	0	-0,003	-0,002	0	0
2013-09-26 18:28:00+00:00	481,807	6269,4	3	48,655	48,652	-0,002	3	0
2013-09-26 18:29:00+00:00	481,916	6236,2	5	59,123	45,3	13,818	4	1
2013-09-26 18:30:00+00:00	481,856	13641,2	3	75,902	73,071	-0,002	2	0
2013-09-26 18:31:00+00:00	481,767	18410,9	3	22,969	6,554	-0,002	1	0
2013-09-26 18:32:00+00:00	481,956	5477,8	2	257,502	-0,003	257,501	0	2
2013-09-26 18:33:00+00:00	481,876	7826,44	2	265,082	-0,003	-0,002	0	0
2013-09-26 18:34:00+00:00	481,936	8174,46	5	204,053	47,473	-0,002	1	0
2013-09-26 18:35:00+00:00	481,777	6879,94	1	2,828	-0,003	-0,002	0	0
2013-09-26 18:36:00+00:00	481,836	11665,7	6	178,167	12,27	95,207	2	2
2013-09-26 18:37:00+00:00	481,737	11175,9	1	179,145	179,142	-0,002	1	0
2013-09-26 18:38:00+00:00	481,717	2984,33	3	58,092	58,089	-0,002	3	0
2013-09-26 18:39:00+00:00	481,727	6145,68	0	0	-0,003	-0,002	0	0
2013-09-26 18:40:00+00:00	481,697	8735,72	2	39,337	-0,003	39,335	0	2
2013-09-26 18:41:00+00:00	481,608	16244,3	2	32,187	-0,003	-0,002	0	0
2013-09-26 18:42:00+00:00	481,588	14199,4	1	11,489	-0,003	-0,002	0	0
2013-09-26 18:43:00+00:00	481,707	10297,8	3	65,59	-0,003	-0,002	0	0
2013-09-26 18:44:00+00:00	481,737	8737,73	3	64,252	27,71	-0,002	1	0
2013-09-26 18:45:00+00:00	481,638	5672,93	5	1896,993	1862,436	-0,002	4	0
2013-09-26 18:46:00+00:00	481,608	6536,95	5	54,664	25,659	24,878	2	2
2013-09-26 18:47:00+00:00	481,478	10763,5	3	51,301	51,299	-0,002	3	0
2013-09-26 18:48:00+00:00	481,667	11447,5	4	96,184	46,232	-0,002	3	0
2013-09-26 18:49:00+00:00	481,538	11235,2	3	13,385	9,14	-0,002	2	0
2013-09-26 18:50:00+00:00	481,379	9160,18	6	95,008	77,549	-0,002	4	0
2013-09-26 18:51:00+00:00	481,449	10308,8	3	110,549	110,547	-0,002	3	0
2013-09-26 18:52:00+00:00	481,349	8374,62	3	70,251	16,836	-0,002	2	0
2013-09-26 18:53:00+00:00	481,409	5234,39	2	84,926	84,924	-0,002	2	0
2013-09-26 18:54:00+00:00	481,449	5458,69	2	35,251	15,936	19,311	1	1
2013-09-26 18:55:00+00:00	481,478	11363	1	10,863	-0,001	-0,002	0	0
2013-09-26 18:56:00+00:00	481,876	19230,6	4	143,956	49,443	-0,002	2	0
2013-09-26 18:57:00+00:00	481,767	11125,6	4	51,593	41,296	-0,002	3	0
2013-09-26 18:58:00+00:00	481,886	6752,2	3	107,035	97,923	-0,002	2	0
2013-09-26 18:59:00+00:00	481,846	8401,78	1	2,45	-0,001	-0,002	0	0
2013-09-26 19:00:00+00:00	481,846	8667,32	5	95,797	81,796	-0,002	4	0
2013-09-26 19:01:00+00:00	481,807	4921,57	1	41,388	-0,001	-0,002	0	0
2013-09-26 19:02:00+00:00	481,856	7108,27	3	94,279	78,404	-0,002	2	0
2013-09-26 19:03:00+00:00	481,687	7961,22	3	29,562	4,581	-0,002	2	0
2013-09-26 19:04:00+00:00	481,797	6330,75	3	21,859	21,858	-0,002	3	0
2013-09-26 19:05:00+00:00	481,697	10090,6	4	178,895	147,082	-0,002	3	0
2013-09-26 19:06:00+00:00	481,657	13177,5	5	89,088	62,611	26,474	4	1
2013-09-26 19:07:00+00:00	481,687	21292,6	5	132,839	86,277	-0,002	4	0
2013-09-26 19:08:00+00:00	481,866	24408,7	11	295,284	295,284	-0,002	11	0
2013-09-26 19:09:00+00:00	481,846	12844,6	2	45,059	42,059	-0,002	1	0
2013-09-26 19:10:00+00:00	481,816	8503,37	4	87,845	60,594	16,761	2	1
2013-09-26 19:11:00+00:00	481,797	7108,27	3	234,371	203,152	-0,002	1	0
2013-09-26 19:12:00+00:00	481,876	11509,8	1	17,606	17,606	-0,002	1	0
2013-09-26 19:13:00+00:00	481,777	13230,8	4	79,298	71,95	-0,002	3	0
2013-09-26 19:14:00+00:00	481,807	16881	2	130,724	98,6	-0,002	1	0
2013-09-26 19:15:00+00:00	481,538	27464,4	4	105,818	105,819	-0,002	4	0
2013-09-26 19:16:00+00:00	481,628	6983,54	8	235,457	97,426	98,736	2	4
2013-09-26 19:17:00+00:00	481,568	7631,3	2	112,035	100,205	-0,002	1	0
2013-09-26 19:18:00+00:00	481,598	7315,47	1	4,121	4,123	-0,002	1	0
2013-09-26 19:19:00+00:00	481,429	4722,42	1	24,143	24,145	-0,002	1	0
2013-09-26 19:20:00+00:00	481,528	10190,2	4	246,074	40,87	-0,002	2	0
2013-09-26 19:21:00+00:00	481,449	14848,2	4	72,828	47,062	-0,002	3	0
2013-09-26 19:22:00+00:00	481,737	9741,55	3	288,003	169,92	-0,002	1	0
2013-09-26 19:23:00+00:00	481,687	8993,21	4	161,8	137,656	-0,002	3	0
2013-09-26 19:24:00+00:00	481,667	5394,32	4	34,721	26,476	-0,002	2	0
2013-09-26 19:25:00+00:00	481,717	7585,04	8	1532,953	1518,497	-0,002	7	0
2013-09-26 19:26:00+00:00	481,727	8989,19	3	22,318	13,264	9,053	2	1
2013-09-26 19:27:00+00:00	481,826	14746,6	4	55,341	55,342	-0,002	4	0
