Datetime	Close	Volume	MSFT-count	MSFT-followers	MSFT-followers happy	MSFT-followers sad
2013-08-15 19:17:00+00:00	31,4912	45224,4	3	34,02	34,02	0,001
2013-08-15 19:18:00+00:00	31,4812	83977,1	1	5,831	5,831	0,001
2013-08-15 19:19:00+00:00	31,4812	85813,9	2	29,598	26,134	3,465
2013-08-15 19:20:00+00:00	31,4515	57096,8	2	21,786	21,786	0,001
2013-08-15 19:21:00+00:00	31,4515	49971,1	1	16,03	-0,001	16,032
2013-08-15 19:22:00+00:00	31,4515	48924,2	1	8,774	8,774	0,001
2013-08-15 19:23:00+00:00	31,4614	69223	0	-0,001	-0,001	0,001
2013-08-15 19:24:00+00:00	31,4614	91365,7	1	13,19	13,19	0,001
2013-08-15 19:25:00+00:00	31,4713	69567,6	4	190,948	181,514	0,001
2013-08-15 19:26:00+00:00	31,4415	40280,2	3	12,96	2,828	10,133
2013-08-15 19:27:00+00:00	31,4515	19453,4	5	248,38	23,093	0,001
2013-08-15 19:28:00+00:00	31,4415	65103	2	32,971	32,971	0,001
2013-08-15 19:29:00+00:00	31,4812	93977,4	3	136,013	136,013	0,001
2013-08-15 19:30:00+00:00	31,5011	78850,5	1	12,529	-0,001	0,001
2013-08-15 19:31:00+00:00	31,5309	85074,3	0	-0,001	-0,001	0,001
2013-08-15 19:32:00+00:00	31,5011	68092,5	1	41,939	-0,001	41,941
2013-08-15 19:33:00+00:00	31,4912	66232,5	2	28,749	28,749	0,001
2013-08-15 19:34:00+00:00	31,4812	76439,4	0	-0,001	-0,001	0,001
2013-08-15 19:35:00+00:00	31,4912	89104,7	1	26,133	26,133	0,001
2013-08-15 19:36:00+00:00	31,4713	25719,6	2	473,818	473,818	0,001
2013-08-15 19:37:00+00:00	31,4713	32863,4	0	-0,002	-0,002	0,001
2013-08-15 19:38:00+00:00	31,4812	30474,4	0	-0,002	-0,002	0,001
2013-08-15 19:39:00+00:00	31,4713	64902,5	5	50,652	28,652	11,001
2013-08-15 19:40:00+00:00	31,4614	67690,5	1	33,119	33,119	0,001
2013-08-15 19:41:00+00:00	31,4713	43110,5	1	8,542	-0,002	0,001
2013-08-15 19:42:00+00:00	31,4912	36938	2	52,508	20,492	0,001
2013-08-15 19:43:00+00:00	31,4912	48722,7	3	25,173	20,274	0,001
2013-08-15 19:44:00+00:00	31,5011	118381	3	22,647	19,33	3,318
2013-08-15 19:45:00+00:00	31,5209	63758,9	2	22,563	21,562	0,001
2013-08-15 19:46:00+00:00	31,5209	73394,4	2	17,172	13,855	3,318
2013-08-15 19:47:00+00:00	31,5309	119605	0	-0,001	-0,001	0,001
2013-08-15 19:48:00+00:00	31,5507	76711,4	1	14,317	14,317	0,001
2013-08-15 19:49:00+00:00	31,5408	43621,3	1	67,349	-0,001	0,001
2013-08-15 19:50:00+00:00	31,5408	94236,3	3	145,583	145,583	0,001
2013-08-15 19:51:00+00:00	31,5309	93716,4	0	-0,001	-0,001	0,001
2013-08-15 19:52:00+00:00	31,5309	88595,9	0	-0,001	-0,001	0,001
2013-08-15 19:53:00+00:00	31,511	173309	0	-0,001	-0,001	0,001
2013-08-15 19:54:00+00:00	31,511	152492	0	-0,001	-0,001	0,001
2013-08-15 19:55:00+00:00	31,5011	218647	1	40,521	40,521	0,001
2013-08-15 19:56:00+00:00	31,5011	250176	3	1355,016	12,124	0,001
2013-08-15 19:57:00+00:00	31,5209	225360	1	13,49	13,49	0,001
2013-08-15 19:58:00+00:00	31,5209	806597	1	21,954	21,954	0,001
2013-08-15 19:59:00+00:00	31,5507	811100	1	40,236	40,236	0,001
2013-08-15 20:00:00+00:00	31,4812	1104630	1	52,382	52,382	0,001
2013-08-16 13:30:00+00:00	31,5706	1545770	0	0	0	0
2013-08-16 13:31:00+00:00	31,6003	87676,9	0	0	0	0
2013-08-16 13:32:00+00:00	31,6003	85414,9	2	118,594	7,874	110,72
2013-08-16 13:33:00+00:00	31,5904	78216,7	1	16,882	16,882	0
2013-08-16 13:34:00+00:00	31,5805	103719	0	0	0	0
2013-08-16 13:35:00+00:00	31,5309	94417,7	1	15,264	0	15,264
2013-08-16 13:36:00+00:00	31,5706	136598	2	435,917	0	0
2013-08-16 13:37:00+00:00	31,5706	102455	1	26,038	0	26,038
2013-08-16 13:38:00+00:00	31,5805	58559,8	6	91,013	2,449	0
2013-08-16 13:39:00+00:00	31,5904	75014,6	1	4,358	4,358	0
2013-08-16 13:40:00+00:00	31,6103	78457,5	1	3,161	3,161	0
2013-08-16 13:41:00+00:00	31,6003	96230,3	0	-0,001	-0,001	0
2013-08-16 13:42:00+00:00	31,5408	59858,5	2	24,949	8,306	0
2013-08-16 13:43:00+00:00	31,5507	36182,3	1	20,615	-0,001	20,616
2013-08-16 13:44:00+00:00	31,5408	67186,7	1	24,899	-0,001	0
2013-08-16 13:45:00+00:00	31,5706	90670,5	1	138,772	138,772	0
2013-08-16 13:46:00+00:00	31,5805	52776,2	0	-0,001	-0,001	0
2013-08-16 13:47:00+00:00	31,5706	74038,3	1	63,89	63,89	0
2013-08-16 13:48:00+00:00	31,5606	80949,3	1	2,236	2,236	0
2013-08-16 13:49:00+00:00	31,5706	77451	1	14,799	14,799	0
2013-08-16 13:50:00+00:00	31,5606	66881,4	1	45	45	0
2013-08-16 13:51:00+00:00	31,5309	41666,6	2	37,065	37,065	0
2013-08-16 13:52:00+00:00	31,511	56722,9	2	17,696	0	8
2013-08-16 13:53:00+00:00	31,511	75923,5	0	0,001	0	0
2013-08-16 13:54:00+00:00	31,5408	91861,4	0	0,001	0	0
2013-08-16 13:55:00+00:00	31,4912	108769	0	0,001	0	0
